shapefile_path,layer_name,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,has_timestamp,min_date,max_date,field_count,field_names,field_types,first_word,Species,activity,memory_mb,has_z
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220614_Sila_TeamC_Waypoints.shp,20220614_Sila_TeamC_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(724612.2019115639), np.float64(3060378.8043299317), np.float64(725251.7198334545), np.float64(3061197.098249257)]","[(724612.2019115639, 3061197.098249257), (725280.1121409654, 3060435.68738874), (725191.1664899803, 3060357.6642055865), (724523.2563459695, 3061119.0751113924)]",14.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220614_Sila,Flora And Fauna,Survey,0.008,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220615_Sila_TeamA_Tracklog.shp,20220615_Sila_TeamA_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(723629.3769507845), np.float64(3061629.9323962796), np.float64(725747.9684605958), np.float64(3062732.1108087753)]","[(723869.9390473781, 3062788.3738987367), (725747.9684605958, 3061629.9323962796), (725402.9790432233, 3061070.6457463372), (723524.9493774354, 3062229.08730348)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220615_Sila,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\20220615_Sila_TeamA_Waypoints.shp,20220615_Sila_TeamA_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(723704.0644804201), np.float64(3061858.494427015), np.float64(724997.2875340818), np.float64(3062361.9933830444)]","[(723704.5734627659, 3062363.297024387), (724997.2875340818, 3061858.494427015), (724897.7192602019, 3061603.517216876), (723605.0053149574, 3062108.3199131084)]",13.0,True,False,,,27.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, gpxx_Waypo, wptx1_Wayp, ctx_Creati, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, gpxx_Waypo:object, wptx1_Wayp:object, ctx_Creati:object, geometry:geometry",20220615_Sila,Flora And Fauna,Survey,0.011,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Islands_NEOM.shp,Islands_NEOM,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3857046.719606104), np.float64(3204710.2478939164), np.float64(3927793.415774904), np.float64(3258033.6839604727)]","[(3927699.440627179, 3204688.2571976106), (3855660.0130410753, 3254011.1616123486), (3873408.960125278, 3279934.695593344), (3945448.387711382, 3230611.791178606)]",16.0,True,False,,,5.0,"id, Name, Area, Area_m2, geometry","id:int64, Name:object, Area:float64, Area_m2:float64, geometry:geometry",Islands_NEOM,Flora And Fauna,Survey,0.002,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_FOV.shp,Sila_FOV,success,,EPSG:3857,3857.0,MultiPolygon,"[np.float64(3925874.6366617386), np.float64(3204680.1945138057), np.float64(3928937.0349467453), np.float64(3207507.9451649627)]","[(3927803.9496945, 3204194.6954063857), (3925801.6946058185, 3207180.087356387), (3927098.163280379, 3208049.6083591), (3929100.41836906, 3205064.2164090984)]",1.0,True,False,,,16.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, geometry:geometry",Sila_FOV,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_FOV_Clipped.shp,Sila_FOV_Clipped,success,,EPSG:3857,3857.0,MultiPolygon,"[np.float64(3925923.5805745623), np.float64(3204710.2478939164), np.float64(3927793.415774904), np.float64(3207100.5246767076)]","[(3926015.0841685617, 3207171.4130007243), (3927857.8189525846, 3204825.352183107), (3927625.504288163, 3204642.8785191784), (3925782.7695041406, 3206988.939336796)]",1.0,True,False,,,17.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, Area, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, Area:float64, geometry:geometry",Sila_FOV,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_1.shp,Sila_tracklog_3857_1,success,,EPSG:3857,3857.0,LineString,"[np.float64(3926999.149566556), np.float64(3204827.166231208), np.float64(3928765.4402197935), np.float64(3205867.0907044616)]","[(3927496.1245572283, 3206265.4935703566), (3928765.4402197935, 3204974.984685715), (3928080.5825513005, 3204301.3737850203), (3926811.2666836306, 3205591.882484832)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_2.shp,Sila_tracklog_3857_2,success,,EPSG:3857,3857.0,LineString,"[np.float64(3926851.5380182005), np.float64(3204733.7021272904), np.float64(3928811.1139500807), np.float64(3205951.1447161105)]","[(3927291.9172309907, 3206416.1612183615), (3928816.3236712, 3204973.8654512158), (3928144.4750824845, 3204263.76816123), (3926620.068642276, 3205706.0639283755)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_3.shp,Sila_tracklog_3857_3,success,,EPSG:3857,3857.0,LineString,"[np.float64(3927004.346761887), np.float64(3204730.1944630146), np.float64(3928887.047123216), np.float64(3205913.157591138)]","[(3927751.254042198, 3206394.4933672585), (3928887.047123216, 3204981.3048982085), (3927998.767986609, 3204267.3859200687), (3926862.974375093, 3205680.5739547494)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_4.shp,Sila_tracklog_3857_4,success,,EPSG:3857,3857.0,LineString,"[np.float64(3925924.63641114), np.float64(3206170.884306388), np.float64(3928297.991210288), np.float64(3207457.957389223)]","[(3926206.1830541994, 3207522.2883978635), (3928297.991210288, 3206170.884306388), (3927894.269415985, 3205545.972158912), (3925802.460874107, 3206897.37532588)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_Clipped.shp,Sila_tracklog_3857_Clipped,success,,EPSG:3857,3857.0,MultiLineString,"[np.float64(3925924.63641114), np.float64(3204730.1944630146), np.float64(3927758.6678805174), np.float64(3207087.5204029833)]","[(3926023.973771542, 3207162.5036032037), (3927818.3591860435, 3204817.599270222), (3927607.8559439536, 3204656.5163884605), (3925813.470529452, 3207001.4207214424)]",4.0,True,False,,,17.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, Length, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, Length:float64, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.003,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_3857_Merged.shp,Sila_tracklog_3857_Merged,success,,EPSG:3857,3857.0,LineString,"[np.float64(3925924.63641114), np.float64(3204730.1944630146), np.float64(3928887.047123216), np.float64(3207457.957389223)]","[(3927817.652131257, 3204264.057005795), (3925871.043490467, 3207166.3924719007), (3927084.4536211584, 3207980.2317651147), (3929031.0622619484, 3205077.8962990097)]",4.0,True,False,,,16.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.003,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_buffered_dissolved1.shp,Sila_tracklog_buffered_dissolved1,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3926949.1681910846), np.float64(3204777.2007814553), np.float64(3928815.432770106), np.float64(3205917.072102803)]","[(3927496.748683316, 3206336.1784607004), (3928836.125038239, 3204974.3980274918), (3928079.9733331706, 3204230.686567431), (3926740.596978247, 3205592.467000639)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_buffered_dissolved2.shp,Sila_tracklog_buffered_dissolved2,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3926801.540438299), np.float64(3204683.716415587), np.float64(3928861.109720523), np.float64(3206001.1162788165)]","[(3927289.9681889084, 3206486.8401403246), (3928886.9818216683, 3204975.840426384), (3928146.405943866, 3204193.1071395436), (3926549.3923111055, 3205704.1068534837)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_buffered_dissolved3.shp,Sila_tracklog_buffered_dissolved3,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3926954.383163774), np.float64(3204680.1945138057), np.float64(3928937.0349467453), np.float64(3205963.157559292)]","[(3927758.9216720504, 3206464.7811432118), (3928957.318383168, 3204973.6571071483), (3927991.08452025, 3204197.1077015214), (3926792.6878091325, 3205688.231737585)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\001_Sila\Shapefiles\Sila_tracklog_buffered_dissolved4.shp,Sila_tracklog_buffered_dissolved4,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3925874.6366617386), np.float64(3206120.905202862), np.float64(3928347.970313814), np.float64(3207507.9451649627)]","[(3926191.338930286, 3207591.4052992547), (3928367.1211426216, 3206185.750581774), (3927909.145462377, 3205476.8600370283), (3925733.3632500414, 3206882.514754509)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Sila_tracklog,Flora And Fauna,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Sila_Yuba_Crossing_Tracklog.shp,20220615_Sila_Yuba_Crossing_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(711559.1512527731), np.float64(3062091.744307077), np.float64(726061.0763680263), np.float64(3073658.7071998823)]","[(726044.8905856707, 3062071.326308846), (711510.0543509994, 3073593.349428031), (712150.0421714239, 3074400.683180842), (726684.8784060952, 3062878.660061657)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220615_Sila,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_DT_Tracklog.shp,20220615_Yuba_DT_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(711055.5043990806), np.float64(3073618.968592661), np.float64(711673.2581921691), np.float64(3075033.406195981)]","[(711188.7705823329, 3073571.636239904), (711014.5366815382, 3075008.79731058), (711555.3015189129, 3075074.3568145004), (711729.5354197074, 3073637.195743825)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_DT_Waypoints.shp,20220615_Yuba_DT_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(711058.1057516757), np.float64(3073649.057522863), np.float64(711554.7492616277), np.float64(3074811.3595470306)]","[(711189.4348248282, 3073604.166163392), (711042.8269865023, 3074793.483599381), (711455.4341455146, 3074844.345919183), (711602.0419838405, 3073655.0284831934)]",40.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.021,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_RAP_Tracklog.shp,20220615_Yuba_RAP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(710888.1521116202), np.float64(3073452.3726644963), np.float64(711775.7472947618), np.float64(3075264.5040741256)]","[(711277.5681133601, 3073346.4656442734), (710873.3892169956, 3075247.696872769), (711413.3330689254, 3075362.4824425946), (711817.51196529, 3073461.251214099)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_RAP_Waypoints.shp,20220615_Yuba_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(710899.1179618274), np.float64(3073981.544015625), np.float64(711312.8144404441), np.float64(3075258.9744217256)]","[(711151.2288878015, 3073957.624737181), (710892.963842146, 3075246.9706620993), (711111.8599282299, 3075290.8170858086), (711370.1249738855, 3074001.47116089)]",35.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.019,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_RP_Tracklog.shp,20220615_Yuba_RP_Tracklog,success,,EPSG:32636,32636.0,MultiLineString,"[np.float64(711102.7906171117), np.float64(3073608.5923852124), np.float64(711611.745839086), np.float64(3074474.9956330513)]","[(711362.1289323823, 3074506.826650885), (711631.3543449412, 3073615.3138570534), (711286.5568241124, 3073511.18943457), (711017.3314115535, 3074402.7022284013)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220615_Yuba_RP_Waypoints.shp,20220615_Yuba_RP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(711103.8074040549), np.float64(3073725.565047053), np.float64(711386.4946829065), np.float64(3074436.6391920466)]","[(711183.2273910685, 3073706.9470908972), (711093.8865946988, 3074423.6951814713), (711352.9780846101, 3074455.9902657587), (711442.3188809799, 3073739.2421751847)]",13.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220615_Yuba,Flora And Fauna,Survey,0.007,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220616_Yuba_DT_Tracklog.shp,20220616_Yuba_DT_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(709690.830697641), np.float64(3073625.843776261), np.float64(711640.2332578455), np.float64(3075660.867248347)]","[(711572.8865030427, 3073621.825456771), (709659.7053195605, 3075630.538782107), (710232.0040824706, 3076175.619660856), (712145.1852659526, 3074166.9063355206)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Yuba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220616_Yuba_DT_Waypoints.shp,20220616_Yuba_DT_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(709690.9597146779), np.float64(3073654.29340982), np.float64(711555.0914228837), np.float64(3075659.60233327)]","[(711555.0914228837, 3073654.29340982), (709679.4138063965, 3075648.743895384), (710176.501557476, 3076116.2293512872), (712052.1794682622, 3074121.779037063)]",28.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Yuba,Flora And Fauna,Survey,0.015,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220616_Yuba_RAP_Tracklog.shp,20220616_Yuba_RAP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(709691.4482546917), np.float64(3073626.0718886554), np.float64(711640.0490953957), np.float64(3075661.972049612)]","[(711573.0349291904, 3073620.13421658), (709660.8102779485, 3075631.797616611), (710241.6537750079, 3076183.9293766124), (712153.8784262497, 3074172.2659765817)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Yuba,Flora And Fauna,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Islands flora and fauna baseline studies\3. deliverables\01 Reports\June Survey\N745_NEOM Islands_GIS Deliverables\Shapefiles\002_Yuba\Shapefiles\20220616_Yuba_RAP_Waypoints.shp,20220616_Yuba_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(709710.970899981), np.float64(3075096.72425835), np.float64(710920.7651731697), np.float64(3075653.963242579)]","[(709710.970899981, 3075653.963242579), (710941.3422827844, 3075467.774169446), (710874.3451329288, 3075025.0449261665), (709643.9737502852, 3075211.2340634433)]",21.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Yuba,Flora And Fauna,Survey,0.011,True
